Start Time,End Time,Start Freq,End Freq,Duration
368.4,368.46933333333334,4.6875,4.78125,0.06933333333336122
369.7386666666667,369.78133333333335,6.1875,6.46875,0.04266666666666197
370.0106666666667,370.43733333333336,3.84375,3.65625,0.4266666666666765
371.5466666666667,371.6693333333333,3.9375,4.875,0.12266666666664605
371.8933333333333,371.93066666666664,4.96875,4.96875,0.037333333333322116
372.74666666666667,372.82666666666665,3.9375,5.15625,0.07999999999998408
374.87466666666666,374.95466666666664,3.5625,5.25,0.07999999999998408
375.0346666666667,375.3226666666667,3.0,4.78125,0.2880000000000109
375.072,375.136,5.90625,6.46875,0.06400000000002137
375.43466666666666,375.536,5.15625,5.25,0.10133333333334349
376.09066666666666,376.23466666666667,3.65625,4.40625,0.14400000000000546
377.664,377.77066666666667,6.1875,6.75,0.10666666666668334
377.6693333333333,377.85066666666665,3.09375,3.5625,0.18133333333332757
377.92533333333336,377.984,4.96875,4.3125,0.05866666666662468
378.0106666666667,378.12266666666665,4.5,5.15625,0.11199999999996635
388.77866666666665,388.79466666666667,4.125,4.3125,0.016000000000019554
389.68533333333335,389.7493333333333,8.15625,8.25,0.06399999999996453
392.74666666666667,392.92266666666666,3.9375,5.15625,0.17599999999998772
394.112,394.48,5.34375,6.28125,0.367999999999995
394.512,394.64,3.46875,4.40625,0.1279999999999859
396.7733333333333,396.93333333333334,5.71875,6.75,0.160000000000025
399.8666666666667,399.984,6.28125,7.3125,0.1173333333333062
400.08,400.192,4.125,5.15625,0.11200000000002319
400.3306666666667,400.384,5.25,4.3125,0.05333333333334167
412.464,412.624,4.03125,4.59375,0.160000000000025
418.32,418.3946666666667,4.3125,4.5,0.07466666666670108
418.66133333333335,418.72,4.3125,4.5,0.05866666666668152
